Date,Name,Price,Quantity,Unit,Source,Extra
2025-02-10 00:00:00,Sliced almonds,21.9,1,kg,Tonyon Warehouse,Bulk pack
2025-02-10 00:00:00,Green capsicum,2.99,1,kg,Tonyon Warehouse,
2025-02-10 00:00:00,Cucumber,2.88,1,kg,Tonyon Warehouse,
2025-02-10 00:00:00,Lemon,4.88,1,kg,Tonyon Warehouse,Individual
2025-02-10 00:00:00,Fish sauce,2.98,210,ml,Yonghui,Ayam brand
2025-02-10 00:00:00,Carrots,1.99,1,kg,Yonghui,
2025-02-10 00:00:00,Cinnamon sticks,1.98,10,whole,Yonghui,Guestimate. 50 grams
2025-02-10 00:00:00,Garlic,14.99,1,kg,Freshtown,Spanish
2025-02-10 00:00:00,Fresh coriander,1.5,15,whole,Freshtown,Whole sprigs
2025-02-10 00:00:00,Diced tomatoes,1,400,grams,7Fresh,Divella brand
2025-02-10 00:00:00,Tomato passata,2.99,680,grams,7Fresh,Divella brand
2025-02-10 00:00:00,Oak lettuce,2.5,1,head,7Fresh,
2025-02-10 00:00:00,Potatoes,7.99,2,kg,7Fresh,Sometimes not available
2025-02-10 00:00:00,Cherry tomatoes,5.99,1,kg,7Fresh,
2025-02-10 00:00:00,Gnocchi,3.2,500,grams,Superfresh,
2025-02-10 00:00:00,Milk,4.19,2,litres,Superfresh,Dairy farmers brand
2025-02-10 00:00:00,Mozzarella cheese,6,350,grams,Woolies,Pear mozzarella whole
2025-02-10 00:00:00,Ice cream,10.9,4,litres,Woolies,Peters original brand.
2025-02-10 00:00:00,Shredded cheese,7.1,500,grams,Woolies,Assuming tasty cheese is meant
2025-02-10 00:00:00,Pine nuts,3.95,80,grams,Woolies,
2025-02-10 00:00:00,Ground cardamom,2,24,grams,Woolies,Home brand
2025-02-19 00:00:00,Kent pumpkin,1.99,1,kg,Ton yon warehouse,
2025-02-19 00:00:00,Sweet potato,1.69,1,kg,Tonyon Warehouse,Great quality
2025-02-19 00:00:00,Brown onions,1.99,1,kg,Tonyon warehouse,
2025-02-19 00:00:00,Plain flour,7.99,5,kg,Tonyon supermarket,
2025-02-19 00:00:00,Garlic,14.99,1,kg,Freshtown,Spanish
2025-02-19 00:00:00,Vegetable stock powder,5.99,250,grams,Superfresh,Makes like 20 litres
2025-02-19 00:00:00,Basil pesto,4.99,190,grams,Superfresh,
2025-02-19 00:00:00,Ground ginger,4.49,70,grams,Superfresh,G-fresh brand
2025-02-19 00:00:00,Taco spice mix,4.49,130,grams,Superfresh,G-fresh brand
2025-02-19 00:00:00,Rigatoni,2.99,500,grams,Superfresh,Divella brand
2025-02-19 00:00:00,Eggs,11.99,12,whole,Freshtown,800
2025-02-19 00:00:00,Eggs,8.99,12,whole,Superfresh,Not free range - cage free
2025-02-19 00:00:00,Parmesan,10.99,200,grams,Superfresh,Zanetti brand parmiggiano reggiano
2025-02-19 00:00:00,Potatoes,4.99,1,kg,Superfresh,Consistent
2025-02-19 00:00:00,Lime,8.99,1,kg,Superfresh,Great size too
2025-02-19 00:00:00,Ice cream,8.7,4,litres,Woolies,Peters original brand but on sale
2025-02-19 00:00:00,Kangaroo mince,14.6,1,kg,Woolies,K-Roo brand
2025-02-19 00:00:00,Butter,7,500,grams,Woolworths,
2025-02-22 00:00:00,Kent pumpkin,1.99,1,kg,Ok supermarket,
2025-02-22 00:00:00,Kent pumpkin,1.29,1,kg,7Fresh,
2025-02-22 00:00:00,Potatoes,4.99,1,kg,7Fresh,A little soft
2025-02-22 00:00:00,Four bean mix,1.1,420,grams,Woolworths online,Home brand.
2025-02-22 00:00:00,Tinned red kidney beans,1.1,420,grams,Woolworths online,Home brand.
2025-02-22 00:00:00,Red wine vinegar,5,500,ml,Woolworths online,Moro brand
